iter	Passed	Remaining
678	45450	289239
679	45534	289275
680	45615	289301
681	45684	289244
682	45750	289172
683	45809	289058
684	45874	288976
685	45935	288870
686	46002	288805
687	46082	288818
688	46171	288890
689	46242	288850
690	46321	288853
691	46395	288830
692	46468	288803
693	46550	288829
694	46618	288766
695	46682	288677
696	46752	288631
697	46826	288606
698	46897	288566
699	46964	288498
700	47039	288478
701	47107	288415
702	47174	288349
703	47244	288299
704	47316	288263
705	47394	288263
706	47467	288231
707	47536	288175
708	47601	288095
709	47696	288194
710	47763	288126
711	47826	288035
712	47893	287964
713	47959	287892
714	48034	287869
715	48099	287792
716	48166	287723
717	48228	287626
718	48297	287568
719	48359	287468
720	48423	287386
721	48491	287324
722	48558	287254
723	48637	287254
724	48710	287225
725	48777	287156
726	48842	287078
727	48910	287015
728	48985	286993
729	49057	286953
730	49126	286897
731	49194	286833
732	49265	286787
733	49334	286734
734	49414	286740
735	49499	286771
736	49568	286716
737	49661	286798
738	49741	286805
739	49832	286873
740	49911	286872
741	49994	286895
742	50071	286880
743	50144	286847
744	50233	286906
745	50310	286889
746	50378	286826
747	50462	286854
748	50537	286828
749	50608	286780
750	50675	286710
751	50743	286648
752	50808	286566
753	50871	286472
754	50938	286402
755	51009	286354
