iter	RMSE
119	0.1038603115
120	0.1036475702
121	0.1036333283
122	0.1034426564
123	0.1032367606
124	0.1028686029
125	0.1026273477
126	0.1021875509
127	0.1018572567
128	0.1016136014
129	0.1013721379
130	0.1012165259
131	0.1008829105
132	0.1006656805
133	0.100641138
134	0.1003520733
135	0.100061402
136	0.09988938921
137	0.09986682166
138	0.09980247337
139	0.09965120827
140	0.09924994846
141	0.09916210594
142	0.09876261472
143	0.09874203126
144	0.09858641645
145	0.09837985203
146	0.09808373777
147	0.09792387362
148	0.09764430077
149	0.09749225744
150	0.09736101332
151	0.09717057369
152	0.09698872329
153	0.0967812066
154	0.09659150364
155	0.09647338366
156	0.09629532943
157	0.09607931083
158	0.09594296175
159	0.09591470353
160	0.09571329711
161	0.09549779892
162	0.09548757135
163	0.09514370395
164	0.09511409138
165	0.09504257102
166	0.09482554853
167	0.09480869006
168	0.09456999791
169	0.09433871909
170	0.09410528286
171	0.09389511286
172	0.09386404028
173	0.09376580971
174	0.09366666915
175	0.09337934404
176	0.09312456669
177	0.09309802133
178	0.09307625628
179	0.09289318206
180	0.09274453601
181	0.09272299087
182	0.09246661237
183	0.09237852998
184	0.09218649407
185	0.09214385307
186	0.09213219658
187	0.0919492552
188	0.09178516278
189	0.09174470117
190	0.09164929509
191	0.0915268744
192	0.09135721242
193	0.09133787219
194	0.09126931385
195	0.09105735751
196	0.09092685407
197	0.09069917133
198	0.09054883128
199	0.09044432649
200	0.09019363494
201	0.08992442932
202	0.08980413787
203	0.08970634237
204	0.08964222165
205	0.08962750474
206	0.08958988168
207	0.08958523826
208	0.08939870017
209	0.08921974124
210	0.08918180139
211	0.08914314146
212	0.08913807184
213	0.08894804045
214	0.08894344845
215	0.08865518624
216	0.08864401801
217	0.0885592837
218	0.08852057601
219	0.08837375494
220	0.08826870803
221	0.08815610501
222	0.08809621162
223	0.08791550534
224	0.08791439494
225	0.08784710463
226	0.08770536023
227	0.08766514775
228	0.08764869487
229	0.08742831693
230	0.0873736919
231	0.08708261342
232	0.08690947917
233	0.08679152387
234	0.08679055811
235	0.08666147314
236	0.08647666325
237	0.08630736283
238	0.08615049429
239	0.08583402996
240	0.08575551898
241	0.08557718518
242	0.08530382512
243	0.08522089428
244	0.08502111651
245	0.08500616143
246	0.08499158057
247	0.08478373121
248	0.08450812896
249	0.08429945972
250	0.08413720207
251	0.08409869166
252	0.08398241746
253	0.08395543302
254	0.0837813394
255	0.08373125133
256	0.08359485383
257	0.08343568934
258	0.08342653644
259	0.08335043426
260	0.08325989539
261	0.08320550561
262	0.08293858593
263	0.08279253024
264	0.08266436124
265	0.08237335206
266	0.08230123256
267	0.08228588637
268	0.08228075327
269	0.08220191782
270	0.08208653016
271	0.08202723378
272	0.08178779698
273	0.08171978949
274	0.08162216024
275	0.08159915146
276	0.08156890392
277	0.08155569597
278	0.08154826462
279	0.08133532657
280	0.08123311873
281	0.08114589836
282	0.08113897373
283	0.08093299266
284	0.08084056225
285	0.08080816781
286	0.080624046
287	0.0804001085
288	0.08019446664
289	0.08018404451
290	0.07999367345
291	0.07987753451
292	0.07976426003
293	0.07974791215
294	0.0795962826
295	0.07936608378
296	0.07936204871
297	0.07919761996
298	0.07913438105
299	0.07896625374
300	0.07884761953
301	0.07884384739
302	0.07875471654
303	0.07865223166
304	0.07846346543
305	0.07824619506
306	0.07810999445
307	0.07802596742
308	0.07785331191
309	0.07763741134
310	0.07756927688
311	0.07735338313
312	0.07732392236
313	0.0770644452
314	0.07695029176
315	0.07684278221
316	0.07683121176
317	0.0767057379
318	0.07664367873
319	0.0764529619
320	0.07634334249
321	0.07625189962
322	0.07615067146
323	0.0759776386
324	0.07566438549
325	0.07557624236
326	0.07546421058
327	0.075302704
328	0.07517537989
329	0.07483896227
330	0.07474449518
331	0.07463425654
332	0.07455837963
333	0.07430884889
334	0.07420015983
335	0.07418986525
336	0.07401299133
337	0.0740033236
338	0.07386329994
339	0.07378797544
340	0.07367311481
341	0.07367090724
342	0.07354991916
343	0.07331411876
344	0.07303162368
345	0.07288300267
346	0.07280293927
347	0.0727538447
348	0.07275051593
349	0.07272964591
350	0.0727068501
351	0.07261674135
352	0.07261372443
353	0.07250844573
354	0.07241906203
355	0.07234966845
356	0.07216644455
357	0.07206513486
358	0.07187323085
359	0.07185203565
360	0.0717911043
361	0.07157983402
362	0.0715113523
363	0.07145364917
364	0.07143455552
365	0.07128468296
366	0.07110901172
367	0.07084659061
368	0.07069127068
369	0.0706308151
370	0.07061608538
371	0.07046106758
372	0.07026711075
373	0.07012145419
374	0.0700568971
375	0.0699369437
376	0.0698250745
377	0.06981014359
378	0.06974696301
379	0.06970252834
380	0.06967503468
381	0.06965107505
382	0.06959258947
383	0.06956990734
384	0.06954861012
385	0.06953835017
386	0.06942818367
387	0.06937854229
388	0.06933326718
389	0.0693148189
390	0.06917227822
391	0.06914981709
392	0.06907686329
393	0.06884800782
394	0.06882730605
395	0.06860640804
396	0.06840011206
397	0.06819873461
398	0.06804548675
399	0.06803695538
400	0.06797031859
401	0.06796778211
402	0.06794531306
403	0.06780989757
404	0.06761591434
405	0.06752617989
406	0.06737764445
407	0.06730494666
408	0.06726837892
409	0.06719760369
410	0.06712307444
411	0.06702969494
412	0.06696748754
413	0.06694937143
414	0.06686240973
415	0.06672705203
416	0.06657908562
417	0.06654941086
418	0.06653391209
419	0.06637446434
420	0.06625611102
421	0.06609605113
422	0.06608258652
423	0.06599458779
424	0.06596922452
425	0.06595870003
426	0.06579480105
427	0.06575494398
428	0.06573786383
429	0.06571240371
430	0.06562105436
431	0.06550900737
432	0.06543764351
433	0.06529490533
434	0.0651240513
435	0.06511290378
436	0.0651072862
437	0.06502761977
438	0.06499654694
439	0.06492328474
440	0.06483550954
441	0.06471202717
442	0.06456765937
443	0.06446775847
444	0.06438206042
445	0.06426799668
446	0.06425622445
447	0.06418995676
448	0.06412271624
449	0.06402627274
450	0.06393182527
451	0.06374889328
452	0.06364639395
453	0.06359422423
454	0.06354357784
455	0.06335645684
456	0.06333355493
457	0.063323657
458	0.06328131812
459	0.06327282923
460	0.0632399386
461	0.0631297196
462	0.06305915291
463	0.06292096577
464	0.06288440082
465	0.06284362436
466	0.06271054179
467	0.06261352346
468	0.0625045414
469	0.06248499707
470	0.06245699633
471	0.06236220742
472	0.06227733679
473	0.0622024397
474	0.06213233586
475	0.06206407369
476	0.06196442531
477	0.06194486475
478	0.06192332843
479	0.0619076515
480	0.06186293259
481	0.06176873907
482	0.06164379133
483	0.06162514587
484	0.06155961697
485	0.06143411891
486	0.06132911556
487	0.06132469937
488	0.06131370048
489	0.06123164133
490	0.06113980499
491	0.0611299837
492	0.06106323094
493	0.06097193259
494	0.06088345613
495	0.06084450321
496	0.06074882757
497	0.06067581094
498	0.06058934772
499	0.06048255828
500	0.0604731208
501	0.06033250548
502	0.06022453783
503	0.06014210027
504	0.06011492501
505	0.06009608693
506	0.06001360463
507	0.05996415904
508	0.05984792362
509	0.05980199823
510	0.0597905673
511	0.05976336373
512	0.05976029192
513	0.0597302879
514	0.05959504868
515	0.05947508765
516	0.05946114895
517	0.05937909517
518	0.05928879385
519	0.05921947193
520	0.0591236084
521	0.05911186769
522	0.05910005181
523	0.05896520756
524	0.05893740798
525	0.05889310042
526	0.05877160009
527	0.05867024502
528	0.058547625
529	0.05842693979
530	0.05841376878
531	0.05831108423
532	0.05826019915
533	0.05824981517
534	0.05814451675
535	0.05814079786
536	0.05811851425
537	0.05810366443
538	0.05808933526
539	0.05800998684
540	0.05795719261
541	0.05788691092
542	0.05780844803
543	0.05768030088
544	0.05761623563
545	0.05755301756
546	0.05753981468
547	0.05744550714
548	0.05734723584
549	0.05726484687
550	0.05719032482
551	0.05717490784
552	0.05713224419
553	0.05705614696
554	0.05697154071
555	0.05684426687
556	0.05679447773
557	0.05676449218
558	0.05666767048
559	0.05658398
560	0.05647298994
561	0.05645869868
562	0.056365788
563	0.05629239862
564	0.05623240784
565	0.05615048751
566	0.05607028045
567	0.05595631657
568	0.05594544594
569	0.05591031342
570	0.05585100856
571	0.05577455782
572	0.05575877867
573	0.05574429508
574	0.05561846458
575	0.05548108603
576	0.05546639653
577	0.05537490065
578	0.05536097995
579	0.05527235164
580	0.05520008013
581	0.05513173637
582	0.05512226654
583	0.05504849302
584	0.05500194616
585	0.05498790697
586	0.05497488889
587	0.05486891211
588	0.05478209433
589	0.0547059181
590	0.05468685731
591	0.05460686842
592	0.05455057243
593	0.05453140131
594	0.05437500024
595	0.05430955807
596	0.05421316819
597	0.05415103343
598	0.05413418306
599	0.05410295875
600	0.05406141983
601	0.05405419888
602	0.05386992007
603	0.05383427666
604	0.0538089625
605	0.05371096108
606	0.05366703444
607	0.05358195314
608	0.05354292247
609	0.05353640086
610	0.05344016881
611	0.05335450762
612	0.05334167764
613	0.05329641763
614	0.05320462848
615	0.05320063547
616	0.05305177192
617	0.05297568814
618	0.05285933038
619	0.05276563665
620	0.05270962007
621	0.05266742072
622	0.05265474275
623	0.05257174067
624	0.05252135459
625	0.05247918852
626	0.05242598794
627	0.05228995263
628	0.05225554892
629	0.05222660018
630	0.05212887534
631	0.05212273549
632	0.05203986355
633	0.05196488086
634	0.05194898624
635	0.05190101156
636	0.05176958007
637	0.0517372704
638	0.05169804605
639	0.05166581183
640	0.0516321217
641	0.05159102321
642	0.05155547792
643	0.05150608207
644	0.05143142811
645	0.05135876742
646	0.05131120231
647	0.05128062616
648	0.05116185369
649	0.05112734329
650	0.05112072993
651	0.05108107863
652	0.05107374294
653	0.05106742124
654	0.05101177121
655	0.05097698627
656	0.0509197205
657	0.05087550967
658	0.05083245819
659	0.0508060421
660	0.05076977693
661	0.0507006059
662	0.0506639126
663	0.05062178393
664	0.05057669305
665	0.05055684606
666	0.05051505662
667	0.05049492444
668	0.05045135662
669	0.0504194654
670	0.05041465899
671	0.0503016697
672	0.05023083335
673	0.0501787246
674	0.05012997166
675	0.05006852437
676	0.05002750512
677	0.04999808337
678	0.04997243308
679	0.04991273421
680	0.04988507784
681	0.04979113853
682	0.04972178707
683	0.04960967747
684	0.04952283677
685	0.04949481516
686	0.04944954669
687	0.04940149677
688	0.04934243684
689	0.04929630118
690	0.04923846327
691	0.0492262539
692	0.04917681064
693	0.0491719785
694	0.04909737879
695	0.04905465022
696	0.04904978193
697	0.0489955004
698	0.04896187648
699	0.04889797113
700	0.04886866764
701	0.04873336339
702	0.04870698286
703	0.04868199633
704	0.04854584899
705	0.04846745885
706	0.04841950672
707	0.04835582051
708	0.04823593776
709	0.04822815372
710	0.04817111954
711	0.04807489013
712	0.04807090126
713	0.04806797697
714	0.04801739725
715	0.04795555064
716	0.04783635369
717	0.04773214813
718	0.04766846387
719	0.04765787389
720	0.04758923245
721	0.04754363578
722	0.04746833371
723	0.04743265334
724	0.04740324215
725	0.04733677094
726	0.04732890979
727	0.04726296394
728	0.04716276172
729	0.04709797855
730	0.04704234373
731	0.04698840723
732	0.04690871601
733	0.04687824786
734	0.04684250057
735	0.04680012454
736	0.04671843437
737	0.04671026681
738	0.04667928285
739	0.04662963424
740	0.04657530357
741	0.04650955143
742	0.04648423578
743	0.04645120155
744	0.0463691824
745	0.046335349
746	0.0463253189
747	0.04624486113
748	0.04617136614
749	0.0461328541
750	0.04604204573
751	0.0459919491
752	0.04594160951
753	0.04585481062
754	0.04577456651
755	0.04574095848
